"chamber" "ozone" "id" "time" "wave" "logsize"
1 "enriched" 11 496  7 5.26
1 "enriched" 11 528  8 5.38
1 "enriched" 11 556  9 5.66
1 "enriched" 11 579 10 5.81
1 "enriched" 11 613 11 5.84
1 "enriched" 11 639 12 5.93
1 "enriched" 11 674 13 5.89
1 "enriched" 12 152  1 4.28
1 "enriched" 12 174  2 4.80
1 "enriched" 12 201  3 5.27
1 "enriched" 12 227  4 5.55
1 "enriched" 12 258  5 5.65
1 "enriched" 12 469  6 5.76
1 "enriched" 12 496  7 5.77
1 "enriched" 12 528  8 5.98
1 "enriched" 12 556  9 6.18
1 "enriched" 12 579 10 6.39
1 "enriched" 12 613 11 6.43
1 "enriched" 12 639 12 6.44
1 "enriched" 12 674 13 6.41
1 "enriched" 13 152  1 4.47
1 "enriched" 13 174  2 4.89
1 "enriched" 13 201  3 5.23
1 "enriched" 13 227  4 5.55
1 "enriched" 13 258  5 5.74
1 "enriched" 13 469  6 5.99
1 "enriched" 13 496  7 6.01
1 "enriched" 13 528  8 6.08
1 "enriched" 13 556  9 6.39
1 "enriched" 13 579 10 6.45
1 "enriched" 13 613 11 6.57
1 "enriched" 13 639 12 6.57
1 "enriched" 13 674 13 6.58
1 "enriched" 14 152  1 4.46
1 "enriched" 14 174  2 4.84
1 "enriched" 14 201  3 5.11
1 "enriched" 14 227  4 5.34
1 "enriched" 14 258  5 5.46
1 "enriched" 14 469  6 5.47
1 "enriched" 14 496  7 5.49
1 "enriched" 14 528  8 5.70
1 "enriched" 14 556  9 5.93
1 "enriched" 14 579 10 6.06
1 "enriched" 14 613 11 6.15
1 "enriched" 14 639 12 6.12
1 "enriched" 14 674 13 6.12
1 "enriched" 15 152  1 3.60
1 "enriched" 15 174  2 4.08
1 "enriched" 15 201  3 4.17
1 "enriched" 15 227  4 4.35
1 "enriched" 15 258  5 4.59
1 "enriched" 15 469  6 4.65
1 "enriched" 15 496  7 4.69
1 "enriched" 15 528  8 5.01
1 "enriched" 15 556  9 5.21
1 "enriched" 15 579 10 5.38
1 "enriched" 15 613 11 5.58
1 "enriched" 15 639 12 5.46
1 "enriched" 15 674 13 5.50
1 "enriched" 16 152  1 3.73
1 "enriched" 16 174  2 4.15
1 "enriched" 16 201  3 4.61
1 "enriched" 16 227  4 4.87
1 "enriched" 16 258  5 4.93
1 "enriched" 16 469  6 5.24
1 "enriched" 16 496  7 5.25
1 "enriched" 16 528  8 5.25
1 "enriched" 16 556  9 5.45
1 "enriched" 16 579 10 5.65
1 "enriched" 16 613 11 5.65
1 "enriched" 16 639 12 5.76
1 "enriched" 16 674 13 5.83
1 "enriched" 17 152  1 4.67
1 "enriched" 17 174  2 4.88
1 "enriched" 17 201  3 5.18
1 "enriched" 17 227  4 5.34
1 "enriched" 17 258  5 5.49
1 "enriched" 17 469  6 6.44
1 "enriched" 17 496  7 6.44
1 "enriched" 17 528  8 6.61
1 "enriched" 17 556  9 6.74
1 "enriched" 17 579 10 7.06
1 "enriched" 17 613 11 7.11
1 "enriched" 17 639 12 7.04
1 "enriched" 17 674 13 7.11
1 "enriched" 18 152  1 2.96
1 "enriched" 18 174  2 3.47
1 "enriched" 18 201  3 3.76
1 "enriched" 18 227  4 3.89
1 "enriched" 18 258  5 4.30
1 "enriched" 18 469  6 4.15
1 "enriched" 18 496  7 4.15
1 "enriched" 18 528  8 4.41
1 "enriched" 18 556  9 4.72
1 "enriched" 18 579 10 4.76
1 "enriched" 18 613 11 4.93
1 "enriched" 18 639 12 4.98
1 "enriched" 18 674 13 5.07
1 "enriched" 19 152  1 3.24
1 "enriched" 19 174  2 3.93
1 "enriched" 19 201  3 4.76
1 "enriched" 19 227  4 4.62
1 "enriched" 19 258  5 4.64
1 "enriched" 19 469  6 4.63
1 "enriched" 19 496  7 4.64
1 "enriched" 19 528  8 4.77
1 "enriched" 19 556  9 5.08
1 "enriched" 19 579 10 5.27
1 "enriched" 19 613 11 5.30
1 "enriched" 19 639 12 5.43
1 "enriched" 19 674 13 5.20
1 "enriched" 20 152  1 4.36
1 "enriched" 20 174  2 4.77
1 "enriched" 20 201  3 5.02
1 "enriched" 20 227  4 5.26
1 "enriched" 20 258  5 5.45
1 "enriched" 20 469  6 5.44
1 "enriched" 20 496  7 5.44
1 "enriched" 20 528  8 5.49
1 "enriched" 20 556  9 5.73
1 "enriched" 20 579 10 5.77
1 "enriched" 20 613 11 6.01
1 "enriched" 20 639 12 5.96
1 "enriched" 20 674 13 5.96
1 "enriched" 21 152  1 4.04
1 "enriched" 21 174  2 4.64
1 "enriched" 21 201  3 4.86
1 "enriched" 21 227  4 5.09
1 "enriched" 21 258  5 5.25
1 "enriched" 21 469  6 5.25
1 "enriched" 21 496  7 5.27
1 "enriched" 21 528  8 5.50
1 "enriched" 21 556  9 5.65
1 "enriched" 21 579 10 5.69
1 "enriched" 21 613 11 5.97
1 "enriched" 21 639 12 5.97
1 "enriched" 21 674 13 5.89
1 "enriched" 22 152  1 3.53
1 "enriched" 22 174  2 4.25
1 "enriched" 22 201  3 4.68
1 "enriched" 22 227  4 4.97
1 "enriched" 22 258  5 5.18
1 "enriched" 22 469  6 5.64
1 "enriched" 22 496  7 5.64
1 "enriched" 22 528  8 5.53
1 "enriched" 22 556  9 5.74
1 "enriched" 22 579 10 5.78
1 "enriched" 22 613 11 5.94
1 "enriched" 22 639 12 6.18
1 "enriched" 22 674 13 5.99
1 "enriched" 23 152  1 4.22
1 "enriched" 23 174  2 4.69
1 "enriched" 23 201  3 5.07
1 "enriched" 23 227  4 5.37
1 "enriched" 23 258  5 5.58
1 "enriched" 23 469  6 5.76
1 "enriched" 23 496  7 5.80
1 "enriched" 23 528  8 6.11
1 "enriched" 23 556  9 6.37
1 "enriched" 23 579 10 6.35
1 "enriched" 23 613 11 6.58
1 "enriched" 23 639 12 6.55
1 "enriched" 23 674 13 6.55
1 "enriched" 24 152  1 2.79
1 "enriched" 24 174  2 3.10
1 "enriched" 24 201  3 3.30
1 "enriched" 24 227  4 3.38
1 "enriched" 24 258  5 3.55
1 "enriched" 24 469  6 3.61
1 "enriched" 24 496  7 3.65
1 "enriched" 24 528  8 3.93
1 "enriched" 24 556  9 4.18
1 "enriched" 24 579 10 4.13
1 "enriched" 24 613 11 4.36
1 "enriched" 24 639 12 4.43
1 "enriched" 24 674 13 4.39
1 "enriched" 25 152  1 3.30
1 "enriched" 25 174  2 3.90
1 "enriched" 25 201  3 4.34
1 "enriched" 25 227  4 4.96
1 "enriched" 25 258  5 5.40
1 "enriched" 25 469  6 5.46
1 "enriched" 25 496  7 5.49
1 "enriched" 25 528  8 5.77
1 "enriched" 25 556  9 6.03
1 "enriched" 25 579 10 6.07
1 "enriched" 25 613 11 6.20
1 "enriched" 25 639 12 6.26
1 "enriched" 25 674 13 6.28
1 "enriched" 26 152  1 3.34
1 "enriched" 26 174  2 3.81
1 "enriched" 26 201  3 4.21
1 "enriched" 26 227  4 4.54
1 "enriched" 26 258  5 4.86
1 "enriched" 26 469  6 4.93
1 "enriched" 26 496  7 4.96
1 "enriched" 26 528  8 5.15
1 "enriched" 26 556  9 5.48
1 "enriched" 26 579 10 5.49
1 "enriched" 26 613 11 5.70
1 "enriched" 26 639 12 5.74
1 "enriched" 26 674 13 5.74
1 "enriched" 27 152  1 3.76
1 "enriched" 27 174  2 4.36
1 "enriched" 27 201  3 4.70
1 "enriched" 27 227  4 5.44
1 "enriched" 27 258  5 5.32
1 "enriched" 27 469  6 5.65
1 "enriched" 27 496  7 5.67
1 "enriched" 27 528  8 5.63
1 "enriched" 27 556  9 6.04
1 "enriched" 27 579 10 6.02
1 "enriched" 27 613 11 6.05
1 "enriched" 27 639 12 6.03
1 "enriched" 27 674 13 5.91
2 "enriched" 28 152  1 4.49
2 "enriched" 28 174  2 4.76
2 "enriched" 28 201  3 5.15
2 "enriched" 28 227  4 5.37
2 "enriched" 28 258  5 5.56
2 "enriched" 28 469  6 5.73
2 "enriched" 28 496  7 5.73
2 "enriched" 28 528  8 5.80
2 "enriched" 28 556  9 5.97
2 "enriched" 28 579 10 6.10
2 "enriched" 28 613 11 6.16
2 "enriched" 28 639 12 6.22
2 "enriched" 28 674 13 6.13
2 "enriched" 29 152  1 4.88
2 "enriched" 29 174  2 5.14
2 "enriched" 29 201  3 5.52
2 "enriched" 29 227  4 6.08
2 "enriched" 29 258  5 6.17
2 "enriched" 29 469  6 6.32
2 "enriched" 29 496  7 6.33
2 "enriched" 29 528  8 6.37
2 "enriched" 29 556  9 6.68
2 "enriched" 29 579 10 6.83
2 "enriched" 29 613 11 6.94
2 "enriched" 29 639 12 6.93
2 "enriched" 29 674 13 6.95
2 "enriched" 30 152  1 4.88
2 "enriched" 30 174  2 5.32
2 "enriched" 30 201  3 5.63
2 "enriched" 30 227  4 5.75
2 "enriched" 30 258  5 5.94
2 "enriched" 30 469  6 6.09
2 "enriched" 30 496  7 6.09
2 "enriched" 30 528  8 6.14
2 "enriched" 30 556  9 6.51
2 "enriched" 30 579 10 6.61
2 "enriched" 30 613 11 6.68
2 "enriched" 30 639 12 6.64
2 "enriched" 30 674 13 6.74
2 "enriched" 31 152  1 3.80
2 "enriched" 31 174  2 4.16
2 "enriched" 31 201  3 4.45
2 "enriched" 31 227  4 4.89
2 "enriched" 31 258  5 5.05
2 "enriched" 31 469  6 5.06
2 "enriched" 31 496  7 5.06
2 "enriched" 31 528  8 5.13
2 "enriched" 31 556  9 5.32
2 "enriched" 31 579 10 5.46
2 "enriched" 31 613 11 5.46
2 "enriched" 31 639 12 5.42
2 "enriched" 31 674 13 5.49
2 "enriched" 32 152  1 4.46
2 "enriched" 32 174  2 4.62
2 "enriched" 32 201  3 5.00
2 "enriched" 32 227  4 5.40
2 "enriched" 32 258  5 5.49
2 "enriched" 32 469  6 5.68
2 "enriched" 32 496  7 5.72
2 "enriched" 32 528  8 5.95
2 "enriched" 32 556  9 6.13
2 "enriched" 32 579 10 6.32
2 "enriched" 32 613 11 6.33
2 "enriched" 32 639 12 6.33
2 "enriched" 32 674 13 6.30
2 "enriched" 33 152  1 4.29
2 "enriched" 33 174  2 4.82
2 "enriched" 33 201  3 5.32
2 "enriched" 33 227  4 5.46
2 "enriched" 33 258  5 5.50
2 "enriched" 33 469  6 5.54
2 "enriched" 33 496  7 5.54
2 "enriched" 33 528  8 5.54
2 "enriched" 33 556  9 5.60
2 "enriched" 33 579 10 5.57
2 "enriched" 33 613 11 5.55
2 "enriched" 33 639 12 5.55
2 "enriched" 33 674 13 5.55
2 "enriched" 34 152  1 4.06
2 "enriched" 34 174  2 4.58
2 "enriched" 34 201  3 4.81
2 "enriched" 34 227  4 5.12
2 "enriched" 34 258  5 5.27
2 "enriched" 34 469  6 5.48
2 "enriched" 34 496  7 5.51
2 "enriched" 34 528  8 5.58
2 "enriched" 34 556  9 5.93
2 "enriched" 34 579 10 6.36
2 "enriched" 34 613 11 6.17
2 "enriched" 34 639 12 6.07
2 "enriched" 34 674 13 6.13
2 "enriched" 35 152  1 5.16
2 "enriched" 35 174  2 5.43
2 "enriched" 35 201  3 5.71
2 "enriched" 35 227  4 6.08
2 "enriched" 35 258  5 6.21
2 "enriched" 35 469  6 6.37
2 "enriched" 35 496  7 6.38
2 "enriched" 35 528  8 6.41
2 "enriched" 35 556  9 6.64
2 "enriched" 35 579 10 6.82
2 "enriched" 35 613 11 6.89
2 "enriched" 35 639 12 7.11
2 "enriched" 35 674 13 7.14
2 "enriched" 36 152  1 3.81
2 "enriched" 36 174  2 4.12
2 "enriched" 36 201  3 4.42
2 "enriched" 36 227  4 4.62
2 "enriched" 36 258  5 4.60
2 "enriched" 36 469  6 4.74
2 "enriched" 36 496  7 4.76
2 "enriched" 36 528  8 4.94
2 "enriched" 36 556  9 5.10
2 "enriched" 36 579 10 5.21
2 "enriched" 36 613 11 5.23
2 "enriched" 36 639 12 5.22
2 "enriched" 36 674 13 5.23
2 "enriched" 37 152  1 5.09
2 "enriched" 37 174  2 5.62
2 "enriched" 37 201  3 5.90
2 "enriched" 37 227  4 6.36
2 "enriched" 37 258  5 6.49
2 "enriched" 37 469  6 6.72
2 "enriched" 37 496  7 6.72
2 "enriched" 37 528  8 6.74
2 "enriched" 37 556  9 6.87
2 "enriched" 37 579 10 6.87
2 "enriched" 37 613 11 6.87
2 "enriched" 37 639 12 6.83
2 "enriched" 37 674 13 6.97
2 "enriched" 38 152  1 4.13
2 "enriched" 38 174  2 4.71
2 "enriched" 38 201  3 5.27
2 "enriched" 38 227  4 5.56
2 "enriched" 38 258  5 5.72
2 "enriched" 38 469  6 6.06
2 "enriched" 38 496  7 6.06
2 "enriched" 38 528  8 6.21
2 "enriched" 38 556  9 6.44
2 "enriched" 38 579 10 6.66
2 "enriched" 38 613 11 6.71
2 "enriched" 38 639 12 6.65
2 "enriched" 38 674 13 6.64
2 "enriched" 39 152  1 4.85
2 "enriched" 39 174  2 5.36
2 "enriched" 39 201  3 5.52
2 "enriched" 39 227  4 5.96
2 "enriched" 39 258  5 6.13
2 "enriched" 39 469  6 6.22
2 "enriched" 39 496  7 6.24
2 "enriched" 39 528  8 6.41
2 "enriched" 39 556  9 6.58
2 "enriched" 39 579 10 6.78
2 "enriched" 39 613 11 6.83
2 "enriched" 39 639 12 6.82
2 "enriched" 39 674 13 6.80
2 "enriched" 40 152  1 4.11
2 "enriched" 40 174  2 4.62
2 "enriched" 40 201  3 4.95
2 "enriched" 40 227  4 5.28
2 "enriched" 40 258  5 5.43
2 "enriched" 40 469  6 5.80
2 "enriched" 40 496  7 5.80
2 "enriched" 40 528  8 5.87
2 "enriched" 40 556  9 6.20
2 "enriched" 40 579 10 6.44
2 "enriched" 40 613 11 6.44
2 "enriched" 40 639 12 6.40
2 "enriched" 40 674 13 6.44
2 "enriched" 41 152  1 4.95
2 "enriched" 41 174  2 5.39
2 "enriched" 41 201  3 5.82
2 "enriched" 41 227  4 6.42
2 "enriched" 41 258  5 6.48
2 "enriched" 41 469  6 6.61
2 "enriched" 41 496  7 6.61
2 "enriched" 41 528  8 6.66
2 "enriched" 41 556  9 6.73
2 "enriched" 41 579 10 6.83
2 "enriched" 41 613 11 6.90
2 "enriched" 41 639 12 6.83
2 "enriched" 41 674 13 6.63
2 "enriched" 42 152  1 4.36
2 "enriched" 42 174  2 4.65
2 "enriched" 42 201  3 5.04
2 "enriched" 42 227  4 5.38
2 "enriched" 42 258  5 5.47
2 "enriched" 42 469  6 5.48
2 "enriched" 42 496  7 5.48
2 "enriched" 42 528  8 5.47
2 "enriched" 42 556  9 5.84
2 "enriched" 42 579 10 5.97
2 "enriched" 42 613 11 5.93
2 "enriched" 42 639 12 5.95
2 "enriched" 42 674 13 6.01
2 "enriched" 43 152  1 4.05
2 "enriched" 43 174  2 4.65
2 "enriched" 43 201  3 5.09
2 "enriched" 43 227  4 5.44
2 "enriched" 43 258  5 5.60
2 "enriched" 43 469  6 5.79
2 "enriched" 43 496  7 5.80
2 "enriched" 43 528  8 6.07
2 "enriched" 43 556  9 6.14
2 "enriched" 43 579 10 6.30
2 "enriched" 43 613 11 6.32
2 "enriched" 43 639 12 6.34
2 "enriched" 43 674 13 6.42
2 "enriched" 44 152  1 3.76
2 "enriched" 44 174  2 4.27
2 "enriched" 44 201  3 4.59
2 "enriched" 44 227  4 5.10
2 "enriched" 44 258  5 5.25
2 "enriched" 44 469  6 5.41
2 "enriched" 44 496  7 5.44
2 "enriched" 44 528  8 5.48
2 "enriched" 44 556  9 5.93
2 "enriched" 44 579 10 5.97
2 "enriched" 44 613 11 6.08
2 "enriched" 44 639 12 6.29
2 "enriched" 44 674 13 6.24
2 "enriched" 45 152  1 2.84
2 "enriched" 45 174  2 3.25
2 "enriched" 45 201  3 3.69
2 "enriched" 45 227  4 4.16
2 "enriched" 45 258  5 4.21
2 "enriched" 45 469  6 4.30
2 "enriched" 45 496  7 4.30
2 "enriched" 45 528  8 4.45
2 "enriched" 45 556  9 4.59
2 "enriched" 45 579 10 4.74
2 "enriched" 45 613 11 4.84
2 "enriched" 45 639 12 4.64
2 "enriched" 45 674 13 4.64
2 "enriched" 46 152  1 4.33
2 "enriched" 46 174  2 4.80
2 "enriched" 46 201  3 5.09
2 "enriched" 46 227  4 5.42
2 "enriched" 46 258  5 5.61
2 "enriched" 46 469  6 5.85
2 "enriched" 46 496  7 5.88
2 "enriched" 46 528  8 6.01
2 "enriched" 46 556  9 6.22
2 "enriched" 46 579 10 6.45
2 "enriched" 46 613 11 6.55
2 "enriched" 46 639 12 6.55
2 "enriched" 46 674 13 6.55
2 "enriched" 47 152  1 3.99
2 "enriched" 47 174  2 4.55
2 "enriched" 47 201  3 4.91
2 "enriched" 47 227  4 5.26
2 "enriched" 47 258  5 5.30
2 "enriched" 47 469  6 5.69
2 "enriched" 47 496  7 5.69
2 "enriched" 47 528  8 5.90
2 "enriched" 47 556  9 5.89
2 "enriched" 47 579 10 5.98
2 "enriched" 47 613 11 6.05
2 "enriched" 47 639 12 6.25
2 "enriched" 47 674 13 6.25
2 "enriched" 48 152  1 3.50
2 "enriched" 48 174  2 3.75
2 "enriched" 48 201  3 3.97
2 "enriched" 48 227  4 4.71
2 "enriched" 48 258  5 4.85
2 "enriched" 48 469  6 5.01
2 "enriched" 48 496  7 5.02
2 "enriched" 48 528  8 5.27
2 "enriched" 48 556  9 5.45
2 "enriched" 48 579 10 5.59
2 "enriched" 48 613 11 5.67
2 "enriched" 48 639 12 5.83
2 "enriched" 48 674 13 5.86
2 "enriched" 49 152  1 3.31
2 "enriched" 49 174  2 3.45
2 "enriched" 49 201  3 4.16
2 "enriched" 49 227  4 4.48
2 "enriched" 49 258  5 4.54
2 "enriched" 49 469  6 4.72
2 "enriched" 49 496  7 4.74
2 "enriched" 49 528  8 4.93
2 "enriched" 49 556  9 5.07
2 "enriched" 49 579 10 5.26
2 "enriched" 49 613 11 5.26
2 "enriched" 49 639 12 5.35
2 "enriched" 49 674 13 5.35
2 "enriched" 50 152  1 3.03
2 "enriched" 50 174  2 3.55
2 "enriched" 50 201  3 3.97
2 "enriched" 50 227  4 4.40
2 "enriched" 50 258  5 4.58
2 "enriched" 50 469  6 4.47
2 "enriched" 50 496  7 4.47
2 "enriched" 50 528  8 4.66
2 "enriched" 50 556  9 4.80
2 "enriched" 50 579 10 5.10
2 "enriched" 50 613 11 5.08
2 "enriched" 50 639 12 5.12
2 "enriched" 50 674 13 5.12
2 "enriched" 51 152  1 3.27
2 "enriched" 51 174  2 3.83
2 "enriched" 51 201  3 4.44
2 "enriched" 51 227  4 4.80
2 "enriched" 51 258  5 4.89
2 "enriched" 51 469  6 5.08
2 "enriched" 51 496  7 5.09
2 "enriched" 51 528  8 5.34
2 "enriched" 51 556  9 5.63
2 "enriched" 51 579 10 5.81
2 "enriched" 51 613 11 5.93
2 "enriched" 51 639 12 5.94
2 "enriched" 51 674 13 5.94
2 "enriched" 52 152  1 3.56
2 "enriched" 52 174  2 4.18
2 "enriched" 52 201  3 4.70
2 "enriched" 52 227  4 5.27
2 "enriched" 52 258  5 5.28
2 "enriched" 52 469  6 5.50
2 "enriched" 52 496  7 5.50
2 "enriched" 52 528  8 5.77
2 "enriched" 52 556  9 5.98
2 "enriched" 52 579 10 6.05
2 "enriched" 52 613 11 6.19
2 "enriched" 52 639 12 6.14
2 "enriched" 52 674 13 6.14
2 "enriched" 53 152  1 3.39
2 "enriched" 53 174  2 3.73
2 "enriched" 53 201  3 3.92
2 "enriched" 53 227  4 4.11
2 "enriched" 53 258  5 4.15
2 "enriched" 53 469  6 4.49
2 "enriched" 53 496  7 4.52
2 "enriched" 53 528  8 4.82
2 "enriched" 53 556  9 5.18
2 "enriched" 53 579 10 5.26
2 "enriched" 53 613 11 5.32
2 "enriched" 53 639 12 5.28
2 "enriched" 53 674 13 5.28
2 "enriched" 54 152  1 3.72
2 "enriched" 54 174  2 4.16
2 "enriched" 54 201  3 4.55
2 "enriched" 54 227  4 5.03
2 "enriched" 54 258  5 5.02
2 "enriched" 54 469  6 5.16
2 "enriched" 54 496  7 5.16
2 "enriched" 54 528  8 5.28
2 "enriched" 54 556  9 5.52
2 "enriched" 54 579 10 5.70
2 "enriched" 54 613 11 5.70
2 "enriched" 54 639 12 5.67
2 "enriched" 54 674 13 5.67
3 "normal" 55 152  1 4.53
3 "normal" 55 174  2 5.05
3 "normal" 55 201  3 5.18
3 "normal" 55 227  4 5.41
3 "normal" 55 258  5 5.42
3 "normal" 55 469  6 5.71
3 "normal" 55 496  7 5.71
3 "normal" 55 528  8 5.96
3 "normal" 55 556  9 6.17
3 "normal" 55 579 10 6.34
3 "normal" 55 613 11 6.44
3 "normal" 55 639 12 6.46
3 "normal" 55 674 13 6.43
3 "normal" 56 152  1 4.97
3 "normal" 56 174  2 5.32
3 "normal" 56 201  3 5.83
3 "normal" 56 227  4 6.29
3 "normal" 56 258  5 6.45
3 "normal" 56 469  6 6.61
3 "normal" 56 496  7 6.61
3 "normal" 56 528  8 6.79
3 "normal" 56 556  9 7.13
3 "normal" 56 579 10 7.24
3 "normal" 56 613 11 7.32
3 "normal" 56 639 12 7.29
3 "normal" 56 674 13 7.35
3 "normal" 57 152  1 4.37
3 "normal" 57 174  2 4.81
3 "normal" 57 201  3 5.03
3 "normal" 57 227  4 5.19
3 "normal" 57 258  5 5.40
3 "normal" 57 469  6 5.57
3 "normal" 57 496  7 5.59
3 "normal" 57 528  8 5.82
3 "normal" 57 556  9 6.03
3 "normal" 57 579 10 6.17
3 "normal" 57 613 11 6.32
3 "normal" 57 639 12 6.25
3 "normal" 57 674 13 6.29
3 "normal" 58 152  1 4.58
3 "normal" 58 174  2 4.99
3 "normal" 58 201  3 5.37
3 "normal" 58 227  4 5.68
3 "normal" 58 258  5 5.93
3 "normal" 58 469  6 6.14
3 "normal" 58 496  7 6.17
3 "normal" 58 528  8 6.43
3 "normal" 58 556  9 6.56
3 "normal" 58 579 10 6.69
3 "normal" 58 613 11 6.81
3 "normal" 58 639 12 6.82
3 "normal" 58 674 13 6.76
3 "normal" 59 152  1 4.00
3 "normal" 59 174  2 4.50
3 "normal" 59 201  3 4.92
3 "normal" 59 227  4 5.44
3 "normal" 59 258  5 5.87
3 "normal" 59 469  6 6.02
3 "normal" 59 496  7 6.04
3 "normal" 59 528  8 6.11
3 "normal" 59 556  9 6.47
3 "normal" 59 579 10 6.61
3 "normal" 59 613 11 6.66
3 "normal" 59 639 12 6.70
3 "normal" 59 674 13 6.65
3 "normal" 60 152  1 4.73
3 "normal" 60 174  2 5.05
3 "normal" 60 201  3 5.33
3 "normal" 60 227  4 5.92
3 "normal" 60 258  5 6.01
3 "normal" 60 469  6 6.26
3 "normal" 60 496  7 6.26
3 "normal" 60 528  8 6.36
3 "normal" 60 556  9 6.49
3 "normal" 60 579 10 6.63
3 "normal" 60 613 11 6.92
3 "normal" 60 639 12 6.92
